Total de equipos en la BD: 2404

Stints  País                  Nombre
     2  Desconocido           Morecambe
     2  Desconocido           New York Red Bulls II
     2  Desconocido           Inverness Caledonian Thistle
     2  Desconocido           Clyde
     2  Desconocido           Vale of Clyde
     2  Desconocido           Puskás Akadémia
     2  Desconocido           Csákvár
     2  Desconocido           FC Halifax Town
     2  Desconocido           Jong Twente
     2  Desconocido           Hemel Hempstead Town
     2  Desconocido           Marítimo B
     2  Desconocido           Zbrojovka Brno
     2  Desconocido           Brann
     2  Desconocido           FC Cincinnati
     2  Desconocido           Alloa Athletic
     2  Desconocido           Solihull Moors
     2  Desconocido           Rustavi
     2  Desconocido           Locomotive Tbilisi
     2  Desconocido           Urawa Red Diamonds
     2  Desconocido           Tranmere Rovers
     2  Desconocido           MSV Duisburg
     2  Desconocido           Lorient II
     2  Desconocido           Braintree Town
     2  Desconocido           Weymouth
     2  Desconocido           | caps4 =
     2  Desconocido           QPR
     2  Desconocido           Dunfermline Athletic
     2  Desconocido           Dundee
     2  Desconocido           Viborg FF
     2  Desconocido           Pardubice
     2  Desconocido           Djurgården
     2  Desconocido           Hereford United
     2  Desconocido           Havant & Waterlooville
     2  Desconocido           Neom
     2  Desconocido           Beerschot
     2  Desconocido           Ashton United
     2  Desconocido           Dartford
     2  Desconocido           Red Bull Brasil
     2  Desconocido           Quilmes
     2  Desconocido           Airdrieonians
     2  Desconocido           Sarpsborg 08
     2  Desconocido           Start
     2  Desconocido           Gozzano
     2  Desconocido           Al-Ettifaq
     2  Desconocido           Dnipro-1
     2  Desconocido           Tamworth
     2  Desconocido           Grays Athletic
     2  Desconocido           Dagenham & Redbridge
     2  Desconocido           Barnet
     2  Desconocido           Lierse
     2  Desconocido           FSV Frankfurt
     2  Desconocido           Shabab Al Ahli
     2  Desconocido           Renate
     2  Desconocido           Atromitos
     2  Desconocido           Voždovac
     2  Desconocido           Hatayspor
     2  Desconocido           Bellaria Igea
     2  Desconocido           Pogoń Szczecin
     2  Desconocido           TSC
     2  Desconocido           Treviso
     2  Desconocido           Pro Patria
     2  Desconocido           Pontedera
     2  Desconocido           Barreirense
     2  Desconocido           Envigado
     2  Desconocido           Montevideo Wanderers
     2  Desconocido           Monopoli
     2  Desconocido           Beauvais
     2  Desconocido           Maccabi Petah Tikva
     2  Desconocido           Taranto
     2  Desconocido           RNK Split
     2  Desconocido           Lanciano
     2  Desconocido           AS Trenčín
     2  Desconocido           Arezzo
     2  Desconocido           Lecco
     2  Desconocido           Pizzighettone
     2  Desconocido           Montevarchi
     2  Desconocido           Créteil
     2  Desconocido           Brisbane Roar
     2  Desconocido           Helsingør
     2  Desconocido           Al Jazira
     2  Desconocido           Stade Malien
     2  Desconocido           Legnago
     2  Desconocido           Ludogorets Razgrad II
     2  Desconocido           OH Leuven U23
     2  Desconocido           Górnik Zabrze II
     2  Desconocido           Rapid București
     2  Desconocido           Port Vale
     2  Desconocido           Viking
     2  Desconocido           Admira Wacker II
     2  Desconocido           Thun
     2  Desconocido           Virton
     2  Desconocido           SL16 FC
     2  Desconocido           Grosseto
     2  Desconocido           Almere City
     2  Desconocido           Leixões
     2  Desconocido           Instituto
     2  Desconocido           Vasalund
     2  Desconocido           Gubbio
     2  Desconocido           Vasalunds IF
     2  Desconocido           Åtvidabergs FF
     2  Desconocido           Académica
     2  Desconocido           Tuzlaspor
     2  Desconocido           Barranquilla
     2  Desconocido           AVS
     2  Desconocido           Metalurh Donetsk
     2  Desconocido           Inter Milan Under-23
     2  Desconocido           Sporting Kansas City
     2  Desconocido           Raków Częstochowa
     2  Desconocido           Rieti
     2  Desconocido           Sylvia
     2  Desconocido           Varbergs BoIS
     2  Desconocido           Inter Miami II
     2  Desconocido           Fredericia
     2  Desconocido           Zagłębie Lubin
     2  Desconocido           Ayr United
     2  Desconocido           Maccabi Netanya
     2  Desconocido           Hertha Zehlendorf
     2  Desconocido           Radnički Niš
     2  Desconocido           Hrvatski Dragovoljac
     2  Desconocido           Andorra
     2  Desconocido           Carl Zeiss Jena
     2  Desconocido           Erzgebirge Aue
     2  Desconocido           Örebro SK
     2  Desconocido           Örgryte IS
     2  Desconocido           Sivasspor
     2  Desconocido           Whitecaps FC 2
     2  Desconocido           Nagoya Grampus
     2  Desconocido           Spartak Subotica
     2  Desconocido           Novi Pazar
     2  Desconocido           Rapid Wien II
     2  Desconocido           Ventforet Kofu
     2  Desconocido           Tokushima Vortis
     2  Desconocido           Waldhof Mannheim
     2  Desconocido           Floridsdorfer AC
     2  Desconocido           Telstar
     2  Desconocido           Vitesse II
     2  Desconocido           Desna Chernihiv
     2  Desconocido           Garforth Town
     2  Desconocido           Maidstone United
     2  Desconocido           Machida Zelvia
     2  Desconocido           Ulsan Hyundai
     2  Desconocido           Eintracht Braunschweig II
     2  Desconocido           TSV Havelse
     2  Desconocido           Paradou AC
     2  Desconocido           Opava
     2  Desconocido           Viktoria Plzeň
     2  Desconocido           Arminia Bielefeld II
     2  Desconocido           Hallescher FC
     2  Desconocido           Gamba Osaka
     2  Desconocido           Veria
     2  Desconocido           Kapfenberger SV II
     2  Desconocido           Kapfenberger SV
     2  Desconocido           MYPA
     2  Desconocido           Atlético Paranaense
     2  Desconocido           SSV Ulm
     2  Desconocido           FC Astoria Walldorf
     2  Desconocido           Levadiakos
     2  Desconocido           Kaiserslautern
     2  Desconocido           Konyaspor
     2  Desconocido           SSV Reutlingen
     2  Desconocido           Újpest
     2  Desconocido           AC Horsens
     2  Desconocido           Tours B
     2  Desconocido           Radnički Beograd
     2  Desconocido           Lamia
     2  Desconocido           Znicz Pruszków
     2  Desconocido           Jong Volendam
     2  Desconocido           Viktoria Berlin
     2  Desconocido           US Concarneau
     2  Desconocido           SGV Freiberg
     2  Desconocido           Panionios
     2  Desconocido           Troyes B
     2  Desconocido           Bastia B
     2  Desconocido           Eindhoven
     2  Desconocido           Bayonne
     2  Desconocido           Krasnodar
     2  Desconocido           Jeanne d'Arc
     2  Desconocido           Jablonec
     2  Desconocido           FC Dallas
     2  Desconocido           Deportivo Maldonado
     2  Desconocido           Ceará
     2  Desconocido           Evian
     2  Desconocido           Rodez II
     2  Desconocido           Quevilly-Rouen B
     2  Desconocido           Persib Bandung
     2  Desconocido           Le Mans II
     2  Desconocido           Kalmar FF
     2  Desconocido           Yverdon-Sport
     2  Desconocido           Cerro
     2  Desconocido           Dinamo Batumi
     2  Desconocido           Génération Foot
     2  Desconocido           Yangon United
     2  Desconocido           Khimki
     2  Desconocido           Fortaleza
     2  Desconocido           Tersana
     2  Desconocido           Scarborough
     2  Desconocido           Chester City
     2  Desconocido           Metropolitanos FC
     2  Desconocido           Móstoles
     2  Desconocido           Columbus Crew 2
     2  Desconocido           Pafos
     2  Desconocido           Nantwich Town
     2  Desconocido           Kidsgrove Athletic
     2  Desconocido           Leek Town
     2  Desconocido           Cerezo Osaka
     2  Desconocido           Toulon
     2  Desconocido           Mineros de Guayana
     2  Desconocido           Young Boys U21
     2  Desconocido           Al-Raed
     2  Desconocido           Budućnost Podgorica
     2  Desconocido           AEL Limassol
     2  Desconocido           Arouca
     2  Desconocido           Rotor Volgograd
     2  Desconocido           Mogi Mirim
     2  Desconocido           Anzhi Makhachkala
     2  Desconocido           Delhi Dynamos
     2  Desconocido           Noroeste
     2  Desconocido           Hebei China Fortune
     2  Desconocido           Fort Lauderdale Strikers
     2  Desconocido           Chennaiyin
     2  Desconocido           Cannes
     2  Desconocido           Sporting Gijón B
     2  Desconocido           Melbourne Victory
     2  Desconocido           Seattle Sounders
     2  Desconocido           D.C. United
     2  Desconocido           Alverca
     2  Desconocido           Salamanca
     2  Desconocido           Kitchee
     2  Desconocido           San Diego Sockers
     2  Desconocido           Högaborgs BK
     2  Desconocido           Helsingborgs IF
     2  Desconocido           Dynamo-2 Kyiv
     2  Desconocido           Independiente Medellín
     2  Desconocido           Tampa Bay Mutiny
     2  Desconocido           Beveren
     2  Desconocido           Lahti
     2  Desconocido           Gaziantepspor
     2  Desconocido           Shanghai Port
     2  Desconocido           Jiangsu Suning
     2  Desconocido           Aris
     2  Desconocido           AGOVV
     2  Desconocido           Kongsvinger
     2  Desconocido           Shanghai SIPG
     2  Desconocido           Gençlerbirliği
     2  Desconocido           Torque
     2  Desconocido           Kuban Krasnodar
     2  Desconocido           Espanyol
     2  Desconocido           Celta
     2  Desconocido           Lommel United
     2  Desconocido           Tom Tomsk
     2  Desconocido           Betis
     1  Desconocido           Sevilla Atlético
     1  Desconocido           Rentistas
     1  Desconocido           Boston River
     1  Desconocido           Valencia Mestalla
     1  Desconocido           Olimpija Ljubljana
     1  Desconocido           Beasain
     1  Desconocido           Bermeo
     1  Desconocido           Ariznabarra
     1  Desconocido           Rabotnichki
     1  Desconocido           Cádiz B
     1  Desconocido           Tondela
     1  Desconocido           Cabecense
     1  Desconocido           Lavagnese
     1  Desconocido           Navalcarnero
     1  Desconocido           Coruxo
     1  Desconocido           Poitiers
     1  Desconocido           Tenerife B
     1  Desconocido           Las Palmas Atlético
     1  Desconocido           Sogndal
     1  Desconocido           Lillestrøm
     1  Desconocido           Antoniano
     1  Desconocido           Ávila
     1  Desconocido           Badajoz
     1  Desconocido           Porriño Industrial
     1  Desconocido           Sant Julià de Vilatorta
     1  Desconocido           Defensor
     1  Desconocido           Zorya Luhansk
     1  Desconocido           Albacete B
     1  Desconocido           Caravaca
     1  Desconocido           Pasaia
     1  Desconocido           Badalona
     1  Desconocido           Gerena
     1  Desconocido           Junior
     1  Desconocido           Castellón
     1  Desconocido           Deportivo Pereira
     1  Desconocido           Manresa
     1  Desconocido           Rubio Ñu
     1  Desconocido           Cerro Porteño
     1  Desconocido           Sol de América
     1  Desconocido           Deportes La Serena
     1  Desconocido           Veraguas United
     1  Desconocido           SA Bulo Bulo
     1  Desconocido           Paysandu
     1  Desconocido           Recreativo B
     1  Desconocido           Trival Valderas B
     1  Desconocido           Trival Valderas
     1  Desconocido           Zaragoza B
     1  Desconocido           Munkach Mukachevo
     1  Desconocido           Kisvárda U19
     1  Desconocido           Gyirmót
     1  Desconocido           Deportivo La Guaira
     1  Desconocido           Órdenes
     1  Desconocido           Iruña
     1  Desconocido           Figueres
     1  Desconocido           Olot
     1  Desconocido           Pozoblanco
     1  Desconocido           Bella Vista
     1  Desconocido           HNK Gorica
     1  Desconocido           Dubnica
     1  Desconocido           Sestao River
     1  Desconocido           Žilina B
     1  Desconocido           Elche B
     1  Desconocido           Gombe United
     1  Desconocido           South Melbourne FC
     1  Desconocido           Al-Nasr (Salalah)
     1  Desconocido           F.C. Matera
     1  Desconocido           FC Baulmes
     1  Desconocido           SR Delémont
     1  Desconocido           Melbourne Knights
     1  Desconocido           Betanzos
     1  Desconocido           Conquense
     1  Desconocido           Las Rozas
     1  Desconocido           Rayo B
     1  Desconocido           Zamora
     1  Desconocido           Almería B
     1  Desconocido           Jaén
     1  Desconocido           Buriram United
     1  Desconocido           Toledo
     1  Desconocido           Sporting Atlético
     1  Desconocido           Surkhon Termez
     1  Desconocido           AGMK
     1  Desconocido           Salcete
     1  Desconocido           Atlético Morelia
     1  Desconocido           San Pedro Seahawks
     1  Desconocido           Vasco
     1  Desconocido           Tupi
     1  Desconocido           Petro Luanda
     1  Desconocido           Recreativo da Caála
     1  Desconocido           Al-Riyadh
     1  Desconocido           Terrassa
     1  Desconocido           Botafogo-PB
     1  Desconocido           Goiás
     1  Desconocido           Monte Claros-MG
     1  Desconocido           Poções-MG
     1  Desconocido           Tombense-MG
     1  Desconocido           Passense
     1  Desconocido           Uberlândia
     1  Desconocido           Guarani Futebol Clube
     1  Desconocido           Guanambi
     1  Desconocido           Tombense Futebol Clube
     1  Desconocido           Laudio
     1  Desconocido           Unión Española
     1  Desconocido           Santiago Morning
     1  Desconocido           Aviación
     1  Desconocido           Huachipato
     1  Desconocido           Unión San Felipe
     1  Desconocido           Soinca Bata
     1  Desconocido           Colchagua
     1  Desconocido           Varese
     1  Desconocido           Portuguesa
     1  Desconocido           ABC
     1  Desconocido           CSA
     1  Desconocido           Ituano
     1  Desconocido           Maringá
     1  Desconocido           Confiança
     1  Desconocido           Madrid CFF
     1  Desconocido           SV Neulengbach
     1  Desconocido           Botucatu
     1  Desconocido           Foz Cataratas
     1  Desconocido           Ferroviária
     1  Desconocido           Orlando Pride
     1  Desconocido           Rosenborg 2
     1  Desconocido           Manhattan SC
     1  Desconocido           NY Pancyprian-Freedoms
     1  Desconocido           Minnesota United 2
     1  Desconocido           San Antonio FC
     1  Desconocido           Dijon II
     1  Desconocido           IK Frej
     1  Desconocido           Hammarby TFF
     1  Desconocido           Aurrerá Vitoria
     1  Desconocido           Tonnerre d'Abomey
     1  Desconocido           Coton Sport
     1  Desconocido           Agde
     1  Desconocido           Betis San Isidro
     1  Desconocido           Atlético Tucumán
     1  Desconocido           Unión La Calera
     1  Desconocido           O'Higgins
     1  Desconocido           Young Reds Antwerp
     1  Desconocido           Vitesse Arnhem
     1  Desconocido           Team Bury
     1  Desconocido           Bury Town
     1  Desconocido           Harrow Borough
     1  Desconocido           Worksop Town
     1  Desconocido           MFK Skalica
     1  Desconocido           Chorley
     1  Desconocido           Audax
     1  Desconocido           Daejeon KHNP
     1  Desconocido           Busan Transportation Corp.
     1  Desconocido           Fujian Smart Hero
     1  Desconocido           Chainat Hornbill
     1  Desconocido           Goyang Hi FC
     1  Desconocido           Pocheon Citizen FC
     1  Desconocido           Gwangju FC
     1  Desconocido           Laval II
     1  Desconocido           IMT
     1  Desconocido           New England Revolution II
     1  Desconocido           Nuneaton Town
     1  Desconocido           Petershill
     1  Desconocido           Albion Rovers
     1  Desconocido           Cumbernauld United
     1  Desconocido           Šamorín
     1  Desconocido           Poole Town
     1  Desconocido           Wimborne Town
     1  Desconocido           Alcorcón B
     1  Desconocido           Asker
     1  Desconocido           Al-Khaleej
     1  Desconocido           Desportivo Brasil
     1  Desconocido           Woking
     1  Desconocido           Bergen Nord
     1  Desconocido           Åsane
     1  Desconocido           Gran Peña
     1  Desconocido           Valmiera
     1  Desconocido           CM Bordj El Kiffan
     1  Desconocido           IRB Sougueur
     1  Desconocido           IB Khémis El Khechna
     1  Desconocido           MC Alger
     1  Desconocido           Al Khor
     1  Desconocido           Shonan Bellmare
     1  Desconocido           Vejle Boldklub
     1  Desconocido           Maccabi Tel Aviv
     1  Desconocido           Beitar Tel Aviv Bat Yam
     1  Desconocido           Mervue United
     1  Desconocido           Southport
     1  Desconocido           Strømsgodset 3
     1  Desconocido           Strømsgodset 2
     1  Desconocido           Wimbledon
     1  Desconocido           Alfreton Town
     1  Desconocido           Maine Road
     1  Desconocido           Deinze
     1  Desconocido           União Tires
     1  Desconocido           Olímpico Montijo
     1  Desconocido           Hyde United
     1  Desconocido           La Louvière
     1  Desconocido           Macclesfield Town
     1  Desconocido           Qarabağ
     1  Desconocido           Piast Chęciny
     1  Desconocido           Bertamiráns
     1  Desconocido           Harrogate Town
     1  Desconocido           Gloucester City
     1  Desconocido           Vyškov
     1  Desconocido           Fontanafredda
     1  Desconocido           Belgrano
     1  Desconocido           Sabah
     1  Desconocido           Nürnberg
     1  Desconocido           Wycombe
     1  Desconocido           Viktoria Žižkov
     1  Desconocido           Chaves
     1  Desconocido           Vila Nova
     1  Desconocido           Energetik-BGU
     1  Desconocido           Ericeirense
     1  Desconocido           Bryne 2
     1  Desconocido           Bryne
     1  Desconocido           Molde 2
     1  Desconocido           Wadi Degla
     1  Desconocido           Desportiva Capixaba
     1  Desconocido           Highworth Town
     1  Desconocido           Anderlecht II
     1  Desconocido           Oriental
     1  Desconocido           Machico
     1  Desconocido           Radomiak Radom
     1  Desconocido           Arenteiro
     1  Desconocido           Pontevedra
     1  Desconocido           Olympiacos B
     1  Desconocido           Steve Biko
     1  Desconocido           Grimsby Town
     1  Desconocido           Águilas Doradas
     1  Desconocido           Broomhill
     1  Desconocido           J.League U-22
     1  Desconocido           Boreham Wood
     1  Desconocido           Lillestrøm II
     1  Desconocido           Dulwich Hamlet
     1  Desconocido           Holmesdale
     1  Desconocido           Bradford (Park Avenue)
     1  Desconocido           Majestic FC
     1  Desconocido           Kettering Town
     1  Desconocido           King's Lynn Town
     1  Desconocido           Corby Town
     1  Desconocido           Hereford
     1  Desconocido           Woodford Town
     1  Desconocido           Barra Mansa
     1  Desconocido           Madureira
     1  Desconocido           Barrow
     1  Desconocido           Lausanne-Sport II
     1  Desconocido           Cambridge
     1  Desconocido           Hamilton Wanderers
     1  Desconocido           Waikato
     1  Desconocido           Rinascita Refugees
     1  Desconocido           Yate Town
     1  Desconocido           Chippenham Town
     1  Desconocido           Cultural Leonesa
     1  Desconocido           Fermana
     1  Desconocido           Jong Vitesse
     1  Desconocido           Arles-Avignon B
     1  Desconocido           Arles-Avignon
     1  Desconocido           Vejle
     1  Desconocido           Montecchio Maggiore
     1  Desconocido           Delta Porto Tolle
     1  Desconocido           Giacomense
     1  Desconocido           Jura Sud
     1  Desconocido           USV Hercules
     1  Desconocido           DHSC
     1  Desconocido           TOP Oss
     1  Desconocido           Fortuna Sittard
     1  Desconocido           Pogoń Szczecin II
     1  Desconocido           Nocerina
     1  Desconocido           Milazzo
     1  Desconocido           LDU Quito
     1  Desconocido           San Lazzaro
     1  Desconocido           Radnički Kragujevac
     1  Desconocido           Laçi
     1  Desconocido           Deportivo Pasto
     1  Desconocido           Santa Fe
     1  Desconocido           Montijo
     1  Desconocido           Ovarense
     1  Desconocido           Alcochetense
     1  Desconocido           Vastese
     1  Desconocido           GSD Nuova Tor Tre Teste
     1  Desconocido           Cerignola
     1  Desconocido           Trento
     1  Desconocido           Giugliano
     1  Desconocido           Altay
     1  Desconocido           Hartford Athletic
     1  Desconocido           Atletico Lusaka
     1  Desconocido           Lechia Gdańsk
     1  Desconocido           Cuneo
     1  Desconocido           Matera
     1  Desconocido           Pro Sesto
     1  Desconocido           Pro Piacenza
     1  Desconocido           Rimini
     1  Desconocido           Atenas
     1  Desconocido           Drenica
     1  Desconocido           Partizani
     1  Desconocido           Náutico
     1  Desconocido           Loreto
     1  Desconocido           Sangiustese
     1  Desconocido           Capivariano
     1  Desconocido           Atletico Torino
     1  Desconocido           Viterbese Castrense
     1  Desconocido           Jong Sparta Rotterdam
     1  Desconocido           ASO Missira                  |caps1 =    |goals1 =
     1  Desconocido           Sturm Graz II
     1  Desconocido           Perth Glory
     1  Desconocido           Wilmington Hammerheads
     1  Desconocido           Estrela V.N.
     1  Desconocido           Honka II
     1  Desconocido           Honka
     1  Desconocido           Chemik Bydgoszcz
     1  Desconocido           Wda Świecie
     1  Desconocido           Stomil Olsztyn
     1  Desconocido           Waasland-Beveren
     1  Desconocido           Stal Rzeszów
     1  Desconocido           Wisła Kraków
     1  Desconocido           SL 16 FC
     1  Desconocido           WSG Tirol
     1  Desconocido           GKS Katowice
     1  Desconocido           Diambars
     1  Desconocido           Mura
     1  Desconocido           Salisbury City
     1  Desconocido           Sonora
     1  Desconocido           Lyn
     1  Desconocido           Burgos B
     1  Desconocido           Liguria
     1  Desconocido           Thun U21
     1  Desconocido           LASK II
     1  Desconocido           Pro Italia
     1  Desconocido           Viareggio
     1  Desconocido           Dinamo II București
     1  Desconocido           Academica Argeș
     1  Desconocido           Berceni
     1  Desconocido           CFR Cluj
     1  Desconocido           Concordia Chiajna
     1  Desconocido           Politehnica Iași
     1  Desconocido           AFC Câmpulung Muscel
     1  Desconocido           Albissola
     1  Desconocido           Karacabeyspor
     1  Desconocido           İstanbulspor
     1  Desconocido           Saluzzo
     1  Desconocido           Verbania
     1  Desconocido           Budućnost
     1  Desconocido           Rozwój Katowice
     1  Desconocido           Patriotas
     1  Desconocido           Sporting Genzano
     1  Desconocido           Campobasso
     1  Desconocido           San Marino
     1  Desconocido           Montichiari
     1  Desconocido           Brindisi
     1  Desconocido           Recanatese
     1  Desconocido           Picerno
     1  Desconocido           Neftçi
     1  Desconocido           Shenzhen Peng City
     1  Desconocido           Itabuna
     1  Desconocido           Fatih Karagümrük
     1  Desconocido           Nola
     1  Desconocido           Cherkaskyi Dnipro
     1  Desconocido           Zaria Bălți
     1  Desconocido           Reus FCR
     1  Desconocido           Reus
     1  Desconocido           Covilhã
     1  Desconocido           A.E. Kifisia
     1  Desconocido           GKS Jastrzębie
     1  Desconocido           APD Vigor
     1  Desconocido           Sassari Torres
     1  Desconocido           Tempio
     1  Desconocido           Brescello
     1  Desconocido           Fasano
     1  Desconocido           Cisco Roma
     1  Desconocido           Gallipoli
     1  Desconocido           Portogruaro
     1  Desconocido           ASD Liventina
     1  Desconocido           EuroMarosticense
     1  Desconocido           Seregno
     1  Desconocido           Poggibonsi
     1  Desconocido           Isola Liri
     1  Desconocido           Ribeirão
     1  Desconocido           Zeta
     1  Desconocido           DAC Dunajská Streda
     1  Desconocido           Ruch Radzionków
     1  Desconocido           Prato
     1  Desconocido           Gefle IF
     1  Desconocido           Sandvikens IF
     1  Desconocido           Skövde AIK
     1  Desconocido           Ranheim
     1  Desconocido           Sandnes Ulf
     1  Desconocido           Sparta Prague B
     1  Desconocido           Jong Groningen
     1  Desconocido           Internazionale
     1  Desconocido           Ribadesella
     1  Desconocido           Real Oviedo Vetusta
     1  Desconocido           Real Oviedo
     1  Desconocido           Mérida
     1  Desconocido           Sertanense
     1  Desconocido           Horta
     1  Desconocido           2 Korriku
     1  Desconocido           Prishtina
     1  Desconocido           Løten
     1  Desconocido           Ankaraspor
     1  Desconocido           NFA Kaunas
     1  Desconocido           Atmosfera
     1  Desconocido           Zemun
     1  Desconocido           Oadby Town
     1  Desconocido           Ilkeston
     1  Desconocido           Virtus Lanciano
     1  Desconocido           B68 Toftir
     1  Desconocido           Águilas
     1  Desconocido           Chojniczanka Chojnice
     1  Desconocido           Wisła Płock
     1  Desconocido           Rodange 91
     1  Desconocido           Akritas Chlorakas
     1  Desconocido           Degerfors
     1  Desconocido           Scafatese Calcio
     1  Desconocido           Raith Rovers
     1  Desconocido           Llaneros EF
     1  Desconocido           Universidad Central
     1  Desconocido           Atlético Bucaramanga
     1  Desconocido           Malmö
     1  Desconocido           Mjällby
     1  Desconocido           Wolfsburg
     1  Desconocido           Ripensia Timișoara
     1  Desconocido           FC Winterthur II
     1  Desconocido           FC Winterthur
     1  Desconocido           Club Africain
     1  Desconocido           ES Métlaoui
     1  Desconocido           CS Sfaxien
     1  Desconocido           Espérance de Tunis
     1  Desconocido           Remo Stars
     1  Desconocido           Pyunik
     1  Desconocido           Grasshoppers II
     1  Desconocido           Malcantone Agno
     1  Desconocido           Biaschesi
     1  Desconocido           IFK Norrköping
     1  Desconocido           Casertana
     1  Desconocido           Borgo a Buggiano
     1  Desconocido           Pergolettese
     1  Desconocido           LR Vicenza
     1  Desconocido           Sangiuliano
     1  Desconocido           Sonnenhof Großaspach
     1  Desconocido           Rudeš
     1  Desconocido           Sporting Kansas City II
     1  Desconocido           Boulogne B
     1  Desconocido           Cerceda
     1  Desconocido           Sammaurese
     1  Desconocido           VVV-Venlo
     1  Desconocido           Śląsk Wrocław
     1  Desconocido           ACR Messina
     1  Desconocido           Mladá Boleslav
     1  Desconocido           Slavia Prague B
     1  Desconocido           Teplice
     1  Desconocido           Rot-Weiß Erfurt
     1  Desconocido           FSV Zwickau
     1  Desconocido           Minatori
     1  Desconocido           Bashkimi Koretin
     1  Desconocido           Malisheva
     1  Desconocido           Ballkani
     1  Desconocido           Legnago Salus
     1  Desconocido           Lanús
     1  Desconocido           Urbetevere                     | caps1 =    | goals1 =
     1  Desconocido           Atletico Vescovio      | caps2 =    | goals2 =
     1  Desconocido           Norrköping
     1  Desconocido           Norrby
     1  Desconocido           Landskrona BoIS
     1  Desconocido           Chacarita Juniors
     1  Desconocido           Jaguar Gdańsk
     1  Desconocido           Zagłębie Lubin II
     1  Desconocido           Gavorrano
     1  Desconocido           Montceau
     1  Desconocido           Louhans-Cuiseaux
     1  Desconocido           Chelmsford City
     1  Desconocido           Felgueiras
     1  Desconocido           Cracovia
     1  Desconocido           Nkwazi
     1  Desconocido           ZESCO United
     1  Desconocido           IS Halmia
     1  Desconocido           AFC Eskilstuna
     1  Desconocido           Admira Wacker Amateure
     1  Desconocido           Orijent
     1  Desconocido           Celta Vigo B
     1  Desconocido           SS Reyes
     1  Desconocido           Asteras Tripolis
     1  Desconocido           Volos
     1  Desconocido           Fano
     1  Desconocido           CSKA Sofia II
     1  Desconocido           Rabotnički
     1  Desconocido           Auda
     1  Desconocido           RFS
     1  Desconocido           Robur Siena
     1  Desconocido           CS Pétange
     1  Desconocido           Gyeongju KHNP
     1  Desconocido           Jeonbuk Hyundai Motors
     1  Desconocido           Beijing Guoan
     1  Desconocido           Slaven Belupo
     1  Desconocido           Smederevo 1924
     1  Desconocido           Železničar Pančevo
     1  Desconocido           Radnik Surdulica
     1  Desconocido           Sarajevo
     1  Desconocido           Bonner SC
     1  Desconocido           Erzgebirge Aue II
     1  Desconocido           Ococias Kyoto
     1  Desconocido           Gainare Tottori
     1  Desconocido           Kagura Shimane
     1  Desconocido           FC Gifu
     1  Desconocido           VfB Oldenburg
     1  Desconocido           Ruch Chorzów II
     1  Desconocido           Gaswerk/Straßenbahn
     1  Desconocido           SV Schwechat
     1  Desconocido           FC Lustenau 07
     1  Desconocido           FC Pasching
     1  Desconocido           LASK Linz II
     1  Desconocido           LASK Linz
     1  Desconocido           FC Ingolstadt 04 II
     1  Desconocido           PAOK B
     1  Desconocido           Lommel
     1  Desconocido           ES Sétif
     1  Desconocido           SpVgg Unterhaching II
     1  Desconocido           SV Heimstetten
     1  Desconocido           Wacker Burghausen II
     1  Desconocido           Wacker Burghausen
     1  Desconocido           Nõmme United
     1  Desconocido           Viktoria Aschaffenburg
     1  Desconocido           Wehen Wiesbaden II
     1  Desconocido           SV Grödig
     1  Desconocido           Jagiellonia Białystok II
     1  Desconocido           Jagiellonia Białystok
     1  Desconocido           Brabrand
     1  Desconocido           1. FC Magdeburg II
     1  Desconocido           SC Pfarrwerfen
     1  Desconocido           TSV St. Johann
     1  Desconocido           Basel U21
     1  Desconocido           Alemannia Aachen
     1  Desconocido           Rheindorf Altach
     1  Desconocido           Guiseley
     1  Desconocido           Sutton United
     1  Desconocido           Billericay Town
     1  Desconocido           Sandareds IF
     1  Desconocido           BK Olympic
     1  Desconocido           Degerfors IF
     1  Desconocido           1899 Hoffenheim II
     1  Desconocido           1899 Hoffenheim
     1  Desconocido           Energie Cottbus II
     1  Desconocido           Enskede IK
     1  Desconocido           Jerv
     1  Desconocido           Gefle
     1  Desconocido           Aarau II
     1  Desconocido           Aarau
     1  Desconocido           Suwon Samsung Bluewings
     1  Desconocido           Sangju Sangmu
     1  Desconocido           Jeonbuk Hyundai
     1  Desconocido           Incheon United
     1  Desconocido           Ratchaburi Mitr Phol
     1  Desconocido           Chungnam Asan FC
     1  Desconocido           Muangthong United
     1  Desconocido           Austria Klagenfurt
     1  Desconocido           Paris FC II
     1  Desconocido           South Leeds
     1  Desconocido           Académico de Viseu
     1  Desconocido           Bílovec
     1  Desconocido           Hlučín
     1  Desconocido           Amiens II
     1  Desconocido           Viktoria Plzeň B
     1  Desconocido           Liptovský Mikuláš
     1  Desconocido           SV Gaflenz
     1  Desconocido           Young Violets
     1  Desconocido           Salitas
     1  Desconocido           US Ouagadougou
     1  Desconocido           Bohemians 1905
     1  Desconocido           Eintracht Trier II
     1  Desconocido           Eintracht Trier
     1  Desconocido           Rot-Weiss Essen
     1  Desconocido           Schwarz-Weiß Essen
     1  Desconocido           Junak Sinj
     1  Desconocido           Šibenik
     1  Desconocido           SC Paderborn II
     1  Desconocido           Vataniakos
     1  Desconocido           Pierikos
     1  Desconocido           TSG Backnang
     1  Desconocido           TSG Backnang II
     1  Desconocido           RCF Paris
     1  Desconocido           L'Entente
